fire_name,fire_size,fire_size_class,Cause,latitude,longitude,state,discovery_month,putout_time,discovery_year,Vegetation,fire_mag,Temp_cont,Wind_cont,Hum_cont,remoteness
RL439,7,B,Miscellaneous,47.8569,-94.8964,MN,Apr,0,2000,15,0.1,0,0,0,0.24638474
FY2000-LAURENS-096,6.66,B,Debris Burning,32.4583,-83.0463,GA,Jan,0,1999,12,0.1,-1,-1,-1,0.144964507
WOOD CANYON COMPLEX,1.5,B,Equipment Use,32.2286,-104.3106,NM,Jun,0,2010,12,0.1,0,0,0,0.342878786
762,1,B,Debris Burning,30.81772821,-89.62257954,MS,Oct,0,2015,12,0.1,0,0,0,0.205653522
ROCKYFLAT,15,C,Miscellaneous,34.88277778,-84.69833333,GA,Apr,2,1999,16,1,-1,-1,-1,0.158138455
TRIBAL,5,B,Debris Burning,35.525,-106.3809,NM,May,0,2002,15,0.1,0,0,0,0.360788479
JACK,0.8,B,Lightning,33.715,-109.1166667,AZ,Jun,1,2000,16,0.1,19.83333333,2.9125,46.79166667,0.388724748
WHITNEY PASS,12,C,Lightning,36.55,-114.0792,NV,Jul,2,2007,0,1,35.048,2.862,18.54,0.436218701
OGEMAW 02 - DECKERVILLE,14.6,C,Debris Burning,44.45954,-84.0329,MI,Mar,0,2012,15,1,0,0,0,0.147751812
TURNER CREEK,48.4,C,Debris Burning,48.7929,-118.8518,WA,Apr,167,2015,15,1,11.80290456,3.610570236,43.03059805,0.480029744
BUTTERFIELD,1,B,Miscellaneous,34.505,-117.88,CA,Jul,0,1998,16,0.1,0,0,0,0.475757128
EASTER,10,C,Debris Burning,37.1167,-107.2839,CO,Apr,0,1998,0,1,0,0,0,0.368680483
CUMARO,725,E,Lightning,32.56916667,-110.4536111,AZ,Jun,3,2008,12,10,33.60666667,3.786666667,18.25333333,0.402697324
UNKNOWN,1,B,Miscellaneous,40.0736,-104.643,CO,Jun,0,2013,14,0.1,-1,-1,-1,0.34151642
30311,50,C,Debris Burning,35.51670001,-94.75148335,OK,Feb,0,2009,15,1,0,0,0,0.249852473
9.20E+11,1,B,Debris Burning,34.93883823,-89.22131759,MS,Jan,0,2013,16,0.1,0,0,0,0.199106099
HONEY SPRINGS,700,E,Miscellaneous,35.5367,-95.4822,OK,Aug,3,2012,15,10,25.87717391,3.679347826,64.44736842,0.256672382
COUNTY ROAD 31  / COUNTY,8,B,Equipment Use,38.90525,-121.960717,CA,May,0,2012,0,0.1,0,0,0,0.51495559
IRON 3,1,B,Miscellaneous,40.58985,-122.46083,CA,Aug,0,2014,15,0.1,-1,-1,-1,0.519331794
MT ZION,3,B,Missing/Undefined,32.1403,-90.6644,MS,Nov,0,2014,12,0.1,0,0,0,0.214226392
COTTONWOOD,0.9,B,Lightning,35.28333333,-108.35,NM,Jul,1,2004,15,0.1,23.36363636,4.363636364,41.04545455,0.380187087
EAGLE SPRINGS SANDPIT,1,B,Arson,35.3,-79.66666666,NC,Aug,0,2010,15,0.1,0,0,0,0.113103189
HORSE,62,C,Lightning,33.8962,-104.4169,NM,Jul,0,1998,16,1,0,0,0,0.342754112
SNOW FALLS FIRE,110.4,D,Lightning,45.25945,-88.44647,WI,May,2,2014,9,3,19.54930556,2.382638889,77.07801418,0.187427869
CORNPATCH,2,B,Miscellaneous,33.1501,-111.7865,AZ,May,0,1993,16,0.1,0,0,0,0.415497288
FY2000-WAYNE-046,0.7,B,Arson,31.618,-81.8955,GA,Feb,0,2000,12,0.1,0,0,0,0.135322974
POWDER MILL,2.4,B,Arson,37.17769,-91.18522,MO,Feb,0,2011,0,0.1,-1,-1,-1,0.215817809
FEDERATION FIRE,2.2,B,Arson,34.7415,-77.16333333,NC,Oct,0,2010,16,0.1,-1,-1,-1,0.091502958
FY2001-BEN HILL-041,0.95,B,Debris Burning,31.7727,-83.3721,GA,Mar,0,2001,12,0.1,-1,-1,-1,0.148372015
HORSE PASTURE FIRE,1.8,B,Debris Burning,36.50583333,-81.0585,NC,Apr,0,2013,0,0.1,0,0,0,0.124686492
1.09E+13,4,B,Debris Burning,30.72153344,-89.36856666,MS,Mar,0,2015,12,0.1,-1,-1,-1,0.203402523
HUBBARD LN,20,C,Debris Burning,46.4054,-120.747,WA,Jul,0,2002,9,1,0,0,0,0.499820645
021 DAY OFF,1.9,B,Lightning,31.59722222,-92.54388889,LA,Jun,0,2012,12,0.1,0,0,0,0.231967043
RIVER FRONT ROAD,14,C,Campfire,37.80747986,-82.38339233,KY,Apr,0,2013,0,1,-1,-1,-1,0.135741201
RAT RIVER,1,B,Debris Burning,45.48194444,-88.49444444,WI,Sep,0,2008,9,0.1,0,0,0,0.187806948
CARPFARM,62,C,Arson,35.2758,-98.3019,OK,Aug,1,2010,15,1,33.20833333,0,42.63888889,0.283369386
15-0052,2,B,Miscellaneous,37.28,-94.87,KS,Nov,0,2015,0,0.1,0,0,0,0.249945371
FY2003-MADISON-005,1.75,B,Railroad,34.04875888,-83.01836978,GA,Aug,0,2002,16,0.1,-1,-1,-1,0.143626241
HORSESHOE,2,B,Debris Burning,34.89638889,-83.38527778,GA,Feb,0,2001,16,0.1,-1,-1,-1,0.146360054
OSITO,5,B,Equipment Use,34.59,-118.715,CA,Sep,0,1997,16,0.1,-1,-1,-1,0.484184473
18TH DRIVE,1.4,B,Miscellaneous,43.80695,-89.25458,WI,May,0,2012,9,0.1,0,0,0,0.195230357
FY2011-TWIGGS-040,2.51,B,Children,32.62073868,-83.34583685,GA,Jan,0,2010,12,0.1,0,0,0,0.147525386
FIFTEENTH,8,B,Miscellaneous,36.4103,-96.8369,OK,Feb,0,2006,0,0.1,0,0,0,0.268872444
CACTUS;S,1,B,Fireworks,43.9592,-99.2376,SD,Jul,0,2000,9,0.1,0,0,0,0.288218258
CONSERVANCY,5.51,B,Arson,36.8988889,-91.0888889,MO,Apr,0,2010,0,0.1,-1,-1,-1,0.215084598
HICKEY,360,E,Debris Burning,36.4739,-96.6853,OK,Apr,0,2002,0,10,0,0,0,0.26740986
GENE,15,C,Lightning,36.78,-107.2744444,NM,Aug,0,2002,0,1,0,0,0,0.368775223
READING,1,B,Missing/Undefined,40.595767,-122.8924,CA,Oct,0,2012,15,0.1,0,0,0,0.523778903
CURTIS ROAD,0.65,B,Equipment Use,47.4922,-117.4899,WA,Jun,6,2015,15,0.1,28.05515152,3.062424242,36,0.466417427
HOP,1,B,Miscellaneous,34.235,-117.5022222,CA,Aug,0,1999,16,0.1,-1,-1,-1,0.472102093
ROCK,5,B,Lightning,42.12944444,-105.3236111,WY,Jun,0,2002,9,0.1,0,0,0,0.34726889
382,1,B,Debris Burning,31.63911778,-90.25931278,MS,Sep,0,2015,12,0.1,0,0,0,0.210871609
KEENE,1,B,Lightning,40.0861,-108.2673,CO,Jul,0,1998,14,0.1,-1,-1,-1,0.376829477
20034,95,C,Arson,34.9846667,-94.97000001,OK,Jan,0,2010,16,1,0,0,0,0.252220813
WILKEY RD. 11/22/14,2,B,Debris Burning,35.52415,-84.95835,TN,Nov,0,2014,15,0.1,0,0,0,0.160080783
WALKER,0.75,B,Lightning,44.94805556,-119.7075,OR,Jul,2,2008,15,0.1,22.57864583,1.472916667,0,0.489558455
SELECK (64),4,B,Lightning,29.0151,-80.9726,FL,Jul,0,2015,12,0.1,0,0,0,0.129182755
MAUER,15,C,Lightning,44.95083333,-112.7666667,MT,Jul,1,2003,15,1,24.48148148,4.177777778,30.7037037,0.419553041
30117,50,C,Miscellaneous,35.95900002,-94.65166664,OK,Mar,0,2010,15,1,0,0,0,0.248656142
"361 NEWTON HILL RD., AL",0.75,B,Debris Burning,32.1427089,-88.1141519,AL,Feb,0,2011,12,0.1,0,0,0,0.190889603
TH2004,1,B,Arson,47.9831,-99.0087,ND,Apr,0,2001,15,0.1,-1,-1,-1,0.28507495
COUSIN,4,B,Debris Burning,34.920783,-104.670979,NM,Mar,0,2013,16,0.1,-1,-1,-1,0.344552952
TWP ROR,1,B,Miscellaneous,39.133333,-89.828333,IL,Dec,0,2008,0,0.1,0,0,0,0.20234453
LEONS,3,B,Debris Burning,48.4667,-108.6007,MT,Apr,0,1999,15,0.1,0,0,0,0.377583685
TH1707,1,B,Arson,47.9558,-99.0876,ND,Oct,0,2003,15,0.1,-1,-1,-1,0.285828144
STATE GOETZ,10,C,Equipment Use,33.701261,-117.24025,CA,Aug,0,2006,16,1,-1,-1,-1,0.469801631
PASTURE IAE,270,D,Lightning,37.05333333,-102.3516667,CO,Jul,0,1994,0,3,-1,-1,-1,0.320932502
SCATWIL 01,3,B,Lightning,35.7917,-109.1932,AZ,Jul,0,2006,15,0.1,0,0,0,0.388164539
FAREWELL,3.8,B,Railroad,35.79222222,-82.01472222,NC,Feb,0,2011,15,0.1,0,0,0,0.133590844
NYGARD,3.5,B,Debris Burning,48.1109,-105.3189,MT,Apr,0,1995,15,0.1,0,0,0,0.345602095
JEEP TRAIL,5,B,Equipment Use,39.5214825,-78.32149812,WV,Jul,0,1999,0,0.1,0,0,0,0.099003667
DEAD MAN,1,B,Arson,45.563,-107.6611,MT,Jan,0,2005,15,0.1,0,0,0,0.368967631
MOORE,1,B,Debris Burning,36.51855,-86.556833,TN,Mar,0,2014,0,0.1,0,0,0,0.173919861
COLE CREEK,80,C,Equipment Use,45.71166667,-102.5286111,SD,Aug,0,2006,15,1,0,0,0,0.319157498
RED LAKE 178,750,E,Arson,47.92056,-95.37611,MN,Apr,0,2010,15,10,0,0,0,0.250859123
FY2001-DODGE-026,1.63,B,Debris Burning,32.4069,-83.1877,GA,Oct,0,2000,12,0.1,-1,-1,-1,0.14626408
LENA,1,B,Arson,34.6769444,-93.2147222,AR,Sep,0,2010,16,0.1,0,0,0,0.236065848
JAKE,1,B,Arson,37.81888889,-91.93388889,MO,Apr,1,2000,0,0.1,15.35294118,2.917647059,36.05882353,0.222380724
DEER COMMAND (O5),0.8,B,Children,28.4632,-80.8133,FL,Jan,0,2013,12,0.1,-1,-1,-1,0.128237015
JAZZY GIRL,20,C,Miscellaneous,35.1311,-96.7453,OK,Mar,0,2006,15,1,0,0,0,0.268774217
BAR,3,B,Miscellaneous,34.88,-111.5516667,AZ,Jun,0,1997,16,0.1,-1,-1,-1,0.412027731
FY2001-TWIGGS-026,1.98,B,Debris Burning,32.5612,-83.2647,GA,Nov,0,2000,12,0.1,-1,-1,-1,0.146842319
GOOD LUCK,168.3,D,Equipment Use,45.27,-107.6309,MT,Aug,0,2008,9,3,0,0,0,0.368748461
CHUI CHU,1,B,Miscellaneous,32.7537,-111.7699,AZ,Jun,0,2009,12,0.1,0,0,0,0.415608001
551 JARVISBURG RD,1,B,Equipment Use,36.17985,-75.84795,NC,Jul,0,2013,0,0.1,0,0,0,0.079183663
TEN MILE,100,D,Lightning,38.8333,-109.8173,UT,Jul,0,1993,0,3,0,0,0,0.392660641
E NORTH AV /S CHESTNUT AV,7,B,Miscellaneous,36.692467,-119.7365,CA,Jun,0,2013,0,0.1,-1,-1,-1,0.493329194
FY2001-PULASKI-038,12.98,C,Debris Burning,32.2356,-83.5304,GA,Jan,0,2000,12,1,0,0,0,0.149450635
BOOGER MTN#3,1,B,Debris Burning,36.9459,-83.9637,KY,Nov,1,2015,0,0.1,-1,-1,-1,0.150324854
MILE POST 6 FIRE,5,B,Miscellaneous,32.27305556,-110.6427778,AZ,Nov,0,2009,12,0.1,0,0,0,0.404779053
COOK,1800,F,Lightning,45.65083333,-106.1411111,MT,May,3,2004,15,50,-1,-1,-1,0.354109466
FY2000-EFFINGHAM-076,4,B,Children,32.1663,-81.2868,GA,Jun,0,2000,12,0.1,-1,-1,-1,0.129517348
DALY,0.6,B,Smoking,44.0772,-99.4571,SD,Apr,0,2002,15,0.1,0,0,0,0.290266383
JOLLY RODGER,1,B,Lightning,45.66833333,-118.0483333,OR,Jul,0,1998,15,0.1,0,0,0,0.472481033
515,15,C,Miscellaneous,39.33,-95.77,KS,May,0,2015,0,1,0,0,0,0.257323958
GAMBLE,1,B,Miscellaneous,38.640411,-122.28655,CA,Aug,0,1998,0,0.1,-1,-1,-1,0.518439138
FOWLERS FIRE,11,C,Miscellaneous,29.41944444,-83.00055556,FL,Jun,12,2011,12,1,27.70848708,1.926970443,72.13224181,0.146881783
SCB21/23,50,C,Arson,33.72,-90.92,MS,Sep,1,2000,16,1,-1,-1,-1,0.215478328
SUN,4,B,Lightning,34.805,-106.3666667,NM,Jul,1,2001,16,0.1,-1,-1,-1,0.361094786
HILL,1,B,Miscellaneous,38.3525,-122.537833,CA,Aug,0,2013,0,0.1,0,0,0,0.521172143
CANEY CREEK 1,35,C,Arson,36.158233,-84.621767,TN,Apr,0,2011,0,1,-1,-1,-1,0.156678043
PEONY,0.75,B,Debris Burning,48.6419,-119.1895,WA,Aug,69,2015,15,0.1,19.07429806,4.384078517,38.39803708,0.483490512
FY2000-UPSON-025,3.72,B,Debris Burning,32.8357,-84.1779,GA,Feb,0,2000,12,0.1,-1,-1,-1,0.154824539
SIMMONS POND FIRE,6,B,Missing/Undefined,34.1485,-78.74366667,NC,Mar,0,2011,16,0.1,0,0,0,0.105714615
RED WILLOW,1,B,Lightning,35.8911,-108.8073,NM,Aug,0,2005,15,0.1,0,0,0,0.38431064
MUSKEGON 03,43.7,C,Powerline,43.202603,-86.09146,MI,Jul,0,2013,9,1,0,0,0,0.166674505
WESTON HILLS,6.5,B,Lightning,44.6061,-105.3747,WY,Aug,1,2009,15,0.1,19.57407407,2.674074074,63.25925926,0.346942288
2011-CARUSO FIRE-0106,1,B,Powerline,27.4463,-82.4795,FL,Feb,0,2011,12,0.1,0,0,0,0.143917267
LONG BRANCH,300,E,Fireworks,37.96294298,-81.40544539,WV,Apr,1,2014,0,10,16.009375,1.76875,41.875,0.126967022
DEEP CREEK,224,D,Lightning,30.35333333,-82.52694444,FL,Aug,1,2013,12,3,20.31666667,2.145833333,74.58333333,0.141908583
FY2001-BRANTLEY-088,4,B,Debris Burning,31.3266,-81.8971,GA,Apr,0,2001,12,0.1,0,0,0,0.135554792
STOCKDALE,300,E,Missing/Undefined,42.0439,-111.7747,ID,Jul,3,2007,9,10,27.62465753,2.589041096,31.87671233,0.410637547
MATLIN MOUNTAINS,1.5,B,Lightning,41.6308,-113.3478,UT,Jul,0,2006,15,0.1,-1,-1,-1,0.426461371
CHANDALAR,57,C,Lightning,67.983,-147.7194,AK,Jun,8,2004,0,1,18.65265082,3.035466179,42.37659963,0.792014038
WILLIAM SMITH ROAD,2,B,Campfire,39.55455495,-80.10804517,WV,Nov,0,2005,0,0.1,0,0,0,0.114701784
CROOKED CREEK,530,E,Debris Burning,37.89714904,-81.95108317,WV,Feb,3,2000,0,10,-1,-1,-1,0.131847334
FY2014-LOWNDES-009,1.5,B,Children,30.91638889,-83.02333333,GA,Jan,0,2013,12,0.1,0,0,0,0.145899273
BOULDER-WYMAN,12,C,Miscellaneous,46.40694444,-113.2186111,MT,May,2,2001,9,1,10,11.425,33.25,0.423693931
WHITE OAK,2,B,Debris Burning,36.17271666,-77.86605,NC,Jan,0,2013,0,0.1,-1,-1,-1,0.096772099
BEDFORD,25,C,Missing/Undefined,46.21719,-108.44219,MT,Jul,0,2011,9,1,-1,-1,-1,0.376463043
4TH OF JULY,25,C,Fireworks,34.8972,-114.6331,AZ,Jul,4,2015,16,1,37.22040816,3.840816327,21.7244898,0.442758245
REBURN,2,B,Miscellaneous,46.25,-100.6837,ND,Sep,0,1996,9,0.1,0,0,0,0.301360994
H HOLLOW 2,76,C,Lightning,38.75,-112.7174,UT,Jul,2,1994,0,1,27.88666667,2.306666667,42.33333333,0.421449381
TWENTY SIX,1,B,Debris Burning,36.423333,-88.55,TN,Mar,0,2007,0,0.1,-1,-1,-1,0.192084522
8054,21,C,Debris Burning,30.83833333,-95.82066667,TX,Jul,0,2014,12,1,0,0,0,0.263070763
UNNAMED FIRE 1981,2,B,Arson,37.989414,-120.412489,CA,Oct,0,2007,0,0.1,0,0,0,0.499534415
STERLING FIRE,4,B,Arson,47.087222,-68.048611,ME,Jul,0,2013,15,0.1,0,0,0,0.008278608
OLD WHETSTONE,18,C,Debris Burning,38.554,-82.8766,KY,Oct,1,2015,0,1,7.652777778,0.841538462,69.38461538,0.139755017
MURPH,2.2,B,Smoking,48.41666667,-107.7333333,MT,Sep,0,1996,15,0.1,0,0,0,0.369087249
FY2012-DECATUR-001,2.17,B,Debris Burning,30.77560111,-84.54970796,GA,Aug,0,2011,12,0.1,0,0,0,0.159675885
DEER LAKE,2613,F,Arson,36.8039,-96.2222,OK,Mar,3,2010,0,50,20.54444444,6.634722222,45.97222222,0.26287142
6272,1,B,Miscellaneous,32.60381667,-94.68415,TX,Aug,0,2013,12,0.1,0,0,0,0.251136226
HIDDEN AGENDA,1,B,Arson,47.9472,-117.9017,WA,Jun,3,2014,15,0.1,14.03604651,3.916666667,64.61538462,0.470509658
POPLAR,1,B,Debris Burning,43.73333333,-85.7,MI,May,0,2000,9,0.1,0,0,0,0.162965871
RL059,0.8,B,Arson,47.8725,-94.9872,MN,Apr,0,2009,15,0.1,0,0,0,0.247230408
CUELLAR!,1,B,Debris Burning,26.5477,-98.1001,TX,Aug,0,2002,12,0.1,-1,-1,-1,0.288148941
NORTH PT. HIGGINS,4,B,Children,55.46916667,-131.8213889,AK,Jun,0,2005,0,0.1,-1,-1,-1,0.614775589
DONUT,1,B,Fireworks,43.0839,-102.5936,SD,Jun,0,2006,9,0.1,0,0,0,0.320560325
BLUE,3,B,Arson,33.3001,-110.434,AZ,Jul,0,1992,16,0.1,0,0,0,0.401994938
UNIT 48,23.8,C,Lightning,35.76823,-106.29758,NM,May,2,1993,15,1,19.79,4.410344828,43.17241379,0.35983063
A-BAR,457,E,Campfire,31.44583333,-110.5375,AZ,May,3,2003,12,10,-1,-1,-1,0.404344498
BLAIR MTN,1,B,Structure,37.86155634,-81.85615601,WV,Jun,0,2000,0,0.1,-1,-1,-1,0.131022138
LINDEN - 6283,1,B,Miscellaneous,33.80944444,-94.96555556,TX,Nov,0,2012,16,0.1,0,0,0,0.252937042
HENDERSON - 385,3,B,Equipment Use,31.81123333,-95.6897,TX,Aug,0,2011,12,0.1,0,0,0,0.261111852
RL37,20,C,Miscellaneous,47.8777,-95.0419,MN,Mar,0,2000,15,1,0,0,0,0.247740734
WOODVILLE - 200,5,B,Lightning,30.42027778,-94.66861111,TX,Aug,0,2009,12,0.1,0,0,0,0.252618658
HURRICANE ASST. #3,23.5,C,Miscellaneous,37.155594,-113.400836,UT,Jun,2,2011,0,1,10.8578125,2.564583333,0,0.429097186
MIDDLE BALD,1,B,Equipment Use,40.76416667,-105.6416667,CO,Aug,2,2011,15,0.1,-1,-1,-1,0.350902367
OTA 11,18,C,Miscellaneous,43.24603,-116.15787,ID,Jun,0,2010,9,1,0,0,0,0.454069379
SLASH,1,B,Lightning,34.7167,-116.8175,CA,Jul,0,1994,16,0.1,-1,-1,-1,0.464864752
REICHWEIN RD,0.75,B,Debris Burning,40.7575,-76.39,PA,Mar,3,2015,15,0.1,4.766949153,2.490677966,70.77966102,0.081590836
FY2013-BULLOCH-053,1.1,B,Debris Burning,32.45363889,-81.70655556,GA,Mar,0,2013,12,0.1,0,0,0,0.133036507
BROOLYN BRIDGE,2,B,Railroad,31.05277778,-89.18444444,MS,Feb,2,2000,12,0.1,13.0212766,2.204255319,63.19148936,0.201464403
MCNIGHT FIRE,95,C,Lightning,30.75407502,-103.7228986,TX,Aug,0,2011,12,1,0,0,0,0.3383017
"LOST CREEK RD, AL",1,B,Arson,33.9323879,-88.1866787,AL,Nov,0,2011,16,0.1,0,0,0,0.190311342
ADAIR 8,1.5,B,Arson,35.7193,-94.5736,OK,Sep,0,2000,15,0.1,-1,-1,-1,0.248070115
WHITE BODY,4,B,Miscellaneous,47.6,-101.9004,ND,Oct,0,1998,15,0.1,0,0,0,0.312717774
DUTCH OVEN,0.75,B,Lightning,44.79111111,-115.5672222,ID,Aug,2,2004,15,0.1,-1,-1,-1,0.447641798
CAYUSE,1077,F,Lightning,45.44222222,-114.5575,ID,Aug,12,2012,9,50,20.48767834,1.601822917,45.9386423,0.43732263
UNKNOWN,3,B,Smoking,38.4621,-107.8663,CO,Mar,0,2013,0,0.1,0,0,0,0.373670277
LAGUNA,1,B,Miscellaneous,31.9117,-111.8935,AZ,Nov,0,2008,12,0.1,0,0,0,0.417439131
LONGHOLL2,2,B,Debris Burning,45.6894,-97.1606,SD,Apr,0,2001,15,0.1,0,0,0,0.268088933
CHICO,3,B,Debris Burning,35.2023,-85.54428,TN,Mar,0,2009,15,0.1,-1,-1,-1,0.16555428
RL192,30,C,Children,48.0361,-94.8855,MN,May,0,2009,15,1,0,0,0,0.246252001
FY2000-MORGAN-027,1.33,B,Debris Burning,33.6241,-83.6445,GA,Jun,0,2000,16,0.1,-1,-1,-1,0.149505302
DOF 221,390,E,Missing/Undefined,26.1042,-81.5458,FL,Apr,5,2006,12,10,-1,-1,-1,0.136835792
ED SULLIVAN,15,C,Arson,33.31666667,-79.85,SC,Mar,6,1999,16,1,-1,-1,-1,0.116004113
CANADA,5,B,Lightning,36.11472222,-105.8416667,NM,Jul,1,2008,0,0.1,19.41666667,3.947222222,44.66666667,0.355189142
FY2015-COWETA-013,2.3,B,Debris Burning,33.316125,-84.54743056,GA,Mar,0,2015,16,0.1,0,0,0,0.157809148
LIVINGSTON - 231,4,B,Arson,30.49633333,-95.34413333,TX,Aug,0,2009,12,0.1,0,0,0,0.258872539
DEEP LAKE,8330,G,Lightning,26.03333,-81.3,FL,Jun,4,2008,12,100,22.80911458,1.204166667,0,0.134721217
HIDDEN VALLEY,6.5,B,Lightning,42.885,-114.0164,ID,Jul,0,2012,4,0.1,0,0,0,0.432680234
MS2003,30,C,Debris Burning,47.9722,-98.8726,ND,May,0,1996,15,1,0,0,0,0.283786178
FY2000-GLASCOCK-004,1.02,B,Smoking,33.2466,-82.6441,GA,Jun,0,2000,16,0.1,-1,-1,-1,0.140825354
BIRTHDAY (38),7,B,Lightning,29.3822,-82.7936,FL,Aug,0,2011,12,0.1,0,0,0,0.14506545
AIRPORT,20,C,Equipment Use,34.6264,-95.318,OK,Jul,0,2014,16,1,0,0,0,0.255700757
TABBY CYN,160,D,Miscellaneous,40.7841,-112.5016,UT,Jul,2,1995,15,3,-1,-1,-1,0.418369314
LA PLATA 3,2,B,Lightning,36.8728,-108.1854,NM,Jul,0,1996,0,0.1,0,0,0,0.377640944
SLICK CREEK 8,2.7,B,Miscellaneous,43.99672,-107.87236,WY,Jun,0,2012,9,0.1,0,0,0,0.371479075
HORSE STABLE,1,B,Miscellaneous,36.3425,-96.8003,OK,Aug,1,2006,0,0.1,0,0,0,0.268567111
SOME KUDZU,1.5,B,Arson,36.86805556,-84.4025,KY,Mar,3,1999,0,0.1,9.183098592,1.149295775,52.22535211,0.154303677
RL489,3,B,Debris Burning,47.8797,-94.8908,MN,Apr,0,2003,15,0.1,0,0,0,0.24632843
WALKER MTN. #5,2,B,Arson,34.84166667,-94.39166667,AR,Apr,0,1996,16,0.1,-1,-1,-1,0.246911962
8017,1,B,Debris Burning,30.84941667,-94.75041667,TX,Mar,0,2013,12,0.1,0,0,0,0.253049383
FLEMING,5.6,B,Equipment Use,38.7025,-120.5541667,CA,Jun,0,2012,0,0.1,0,0,0,0.5006227
WHEAT,3.5,B,Arson,33.4735,-111.8174,AZ,Jun,0,2008,16,0.1,0,0,0,0.415583411
STATE,2,B,Miscellaneous,33.706481,-117.2667,CA,May,0,1998,16,0.1,0,0,0,0.470065849
RT 10 NEAR SAND CREEK,0.8,B,Debris Burning,38.02980904,-82.12238461,WV,Jun,0,2005,0,0.1,0,0,0,0.133301814
LIVESTOCK YARD,1,B,Missing/Undefined,46.94317,-114.13546,MT,Jul,1,1994,15,0.1,0,0,0,0.432743113
FITZHUGH WILLIAMS LN,60,C,Debris Burning,34.30333333,-78.32166667,NC,Apr,0,2012,16,1,0,0,0,0.101912204
VALLEY CRK 184,1.3,B,Miscellaneous,47.161,-114.2815,MT,Oct,3,2012,15,0.1,11.10952381,1.537804878,60.97560976,0.434161366
OWL SPRINGS 1,1,B,Arson,36.10769,-108.85778,NM,May,1,2012,0,0.1,14.692,2.708,12.32,0.384679192
HAWK CREEK,75,C,Lightning,46.2739,-108.1459,MT,Aug,0,1998,9,1,0,0,0,0.373543575
RADIO RANGE,3,B,Equipment Use,34.83888889,-76.80666667,NC,Feb,0,2013,16,0.1,0,0,0,0.088332169
HONDAH,1.5,B,Equipment Use,34.0945,-109.9229,AZ,Aug,0,2002,16,0.1,0,0,0,0.396416372
LIVINGSTON - 52,1,B,Arson,30.79303333,-93.71521667,TX,Feb,0,2011,12,0.1,0,0,0,0.243445804
PETERSONII,20,C,Miscellaneous,45.6833,-101.1338,SD,Oct,1,1995,15,1,18.025,3.875,52.875,0.305797048
SHAUNTY,1,B,Arson,33.355,-97.65833333,TX,Dec,0,1995,16,0.1,-1,-1,-1,0.278531931
LEMHI,1,B,Lightning,45.40666667,-115.3783333,ID,Jul,1,1994,9,0.1,-1,-1,-1,0.445574431
H. GROUND,3,B,Arson,33.3501,-110.434,AZ,Aug,0,1993,16,0.1,0,0,0,0.401960831
RIDGE,2.5,B,Lightning,36.47333333,-106.245,NM,Aug,0,1995,0,0.1,0,0,0,0.358906304
MOSQUITO CREEK,115,D,Lightning,38.80916667,-116.6819444,NV,May,1,2004,0,3,5.043478261,4.2,59.82608696,0.461193871
11-00098,1,B,Miscellaneous,44.076,-107.924611,WY,Jun,0,2011,15,0.1,0,0,0,0.371966406
"9769 HWY 159, AL",5,B,Debris Burning,33.5995656,-87.87323,AL,May,0,2011,16,0.1,0,0,0,0.187680022
056 GOLEMAN,3,B,Campfire,31.21666667,-92.69166667,LA,Feb,0,1996,12,0.1,-1,-1,-1,0.233620893
HOLIDAY,1.4,B,Missing/Undefined,40.696883,-122.151983,CA,Jul,0,2013,15,0.1,0,0,0,0.516105744
FY2013-DECATUR-006,1.21,B,Debris Burning,30.91525278,-84.53261667,GA,Nov,0,2012,12,0.1,0,0,0,0.159415054
GOOD FRIDAY,9,B,Campfire,48.4903,-108.7985,MT,Mar,0,2008,15,0.1,0,0,0,0.379523078
PENNER POND 21,62,C,Lightning,29.48277778,-81.80916667,FL,Aug,2,2014,12,1,0,0,0,0.136218733
HASTINGS 1,1,B,Miscellaneous,40.7341,-112.9622,UT,Jul,0,1997,15,0.1,-1,-1,-1,0.422979763
RL636,1,B,Miscellaneous,47.873,-95.0431,MN,May,0,2002,15,0.1,0,0,0,0.247752773
SAPLIN HEAD,23,C,Campfire,30.19416667,-84.81638889,FL,Feb,0,2013,12,1,0,0,0,0.162526482
WEBB ROAD,94,C,Arson,37.95896804,-82.46998378,WV,Feb,1,1992,0,1,0,0,0,0.136433239
GREEN PASTURES FIRE,1,B,Debris Burning,36.1975,-78.18826667,NC,Feb,0,2012,0,0.1,0,0,0,0.099578372
GARDEN BURNER,8.9,B,Arson,36.8961,-94.7139,OK,Mar,0,2008,0,0.1,0,0,0,0.248699165
HOURGLASS,1221,F,Lightning,40.05,-105.05,CO,Jul,6,1994,14,50,25.97184466,5.485436893,31.78640777,0.345470352
LIME KILN #1,15,C,Lightning,42.28833333,-112.3533333,ID,Aug,0,1996,9,1,0,0,0,0.416298014
MELTON 1,3073,F,Lightning,47.4289,-114.3914,MT,Aug,31,2015,15,50,16.85934066,2.307575758,49.98267074,0.43521023
30463,15,C,Arson,35.87686666,-94.55785001,OK,Sep,0,2011,15,1,0,0,0,0.247829258
JOSHUA,8.25,B,Lightning,32.85722222,-108.8655556,NM,Jun,8,2007,12,0.1,23.21052632,5.070350877,34.26362039,0.386841779
15-0156,2,B,Equipment Use,38.78,-99.56,KS,Sep,0,2015,0,0.1,0,0,0,0.293361458
